X,Y,FID,village,settlement,facility_type,facility_name,managing_organization,donor,altitude
36.79299333,-1.311508333,1,Mashimoni,Kibera,Health facility,Frepals Nursing home,NGO,None,1705.1
36.77618532,-1.30881666,2,Ayany estate,Kibera,Health facility,Al khair health centre,Other Community group,NaN,1763
36.79669333,-1.315076667,3,Laini saba,Kibera,Health facility,AMUA Family health Clinic,NGO,N/A,1657.4
36.77498306,-1.31102976,4,Kianda,Kibera,Health facility,Ant-Hill medical clinic,Individual (eg business owner),Dr.fred ochenge,1755
36.77426208,-1.310616466,5,Ayany estate,Kibera,Health facility,Ayany dental care,Individual (eg business owner),Individual,1752
36.77871167,-1.314155,6,Olympic estate,Kibera,Health facility,Beyond Zero,County government,NA,1768.4
36.78228901,-1.31128912,7,Karanja estate,Kibera,Health facility,Beyond zero,National government,Margret kenyatta,1740
36.79155667,-1.314406667,8,Lindi,Kibera,Health facility,Beyond zero,Community group,None,1741.1
36.77659333,-1.317508333,9,Raila,Kibera,Health facility,Beyond zero,Community group National government,Nys,1733.7
36.77601833,-1.316151667,10,soweto east,Kibera,Health facility,Beyond zero Dispensary,NGO,N/A,1756.5
36.77209244,-1.30761168,11,Kianda,Kibera,Health facility,Beyonn zero,County government,County government,1764
36.77398021,-1.31044631,12,Ayany estate,Kibera,Health facility,Bliss,Community group Individual (eg business owner),NaN,1766
36.77884667,-1.314268333,13,Olympic estate,Kibera,Health facility,Carolina for kibera,NGO,NA,1779.6
36.77934333,-1.312481667,14,Olympic estate,Kibera,Health facility,CFK maternity home,NGO,CFK,1771.8
36.77381237,-1.31102984,15,Kianda,Kibera,Health facility,Chandaria,NGO,Chandaria,1772
36.78798333,-1.307118333,16,D.C village,Kibera,Health facility,Chemi Chemi ya Uzima,Community group,NaN,1752.6
36.786685,-1.306883333,17,D.C village,Kibera,Health facility,Chemistry,Individual (eg business owner),NaN,1801.5
36.78622667,-1.307525,18,D.C village,Kibera,Health facility,Chemistry,Individual (eg business owner),NaN,1762.8
36.79354909,-1.3117381,19,Laini saba,Kibera,Health facility,FHOK-FAMILY CARE MEDICAL CENTER,Individual (eg business owner),NaN,1697
36.793995,-1.312125,20,Lindi,Kibera,Health facility,Fhok-Family Care Medical Centre,Individual (eg business owner),None,1794.6
36.77949667,-1.313996667,21,Olympic estate,Kibera,Health facility,KEMRI/CDC program,NGO,CDC,1783
36.78815333,-1.306065,22,D.C village,Kibera,Health facility,Kibera Health Centre,County government,Government,1749.6
36.77396284,-1.310411235,23,Ayany estate,Kibera,Health facility,Kinani medical and dental clinic,Individual (eg business owner),Individual,1754
36.79001167,-1.313258333,24,Lindi,Kibera,Health facility,Kisembo Health Services,Individual (eg business owner),Kisembo,1729.3
36.77998333,-1.314498333,25,Olympic estate,Kibera,Health facility,Lea Toto kibera,NGO,USAID,1769.3
36.78501667,-1.308625,26,Makina,Kibera,Health facility,Makina clinic,Community group,N/A,1770.4
36.78798844,-1.311464748,27,Lindi,Kibera,Health facility,Nakhayo clinc,Individual (eg business owner),NaN,1713.40336
36.788155,-1.311648333,28,Kambi muru,Kibera,Health facility,Nakhayo medical clinic,Individual (eg business owner),N/A,1776.2
36.77855167,-1.312061667,29,Olympic estate,Kibera,Health facility,Nebtim medical center,Individual (eg business owner),N/A,1772.7
36.78075,-1.30776,30,Toi Market,Kibera,Health facility,Radmed Kibera Ultrasound Center,Individual (eg business owner),NaN,1759.1
36.77532486,-1.31107897,31,Kianda,Kibera,Health facility,Rosade pharmacy and clinic,Individual (eg business owner),NaN,1731
36.77657,-1.314496667,32,soweto west,Kibera,Health facility,Senye Clinic,Individual (eg business owner),None,1629
36.79654833,-1.318251667,33,Silanga,Kibera,Health facility,Shofco,Community group,NaN,1699.6
36.78284667,-1.316853333,34,Gatwekera,Kibera,Health facility,Shofco Satelit Clinic,Individual (eg business owner),Ken odede,1787.2
36.796085,-1.317265,35,Silanga,Kibera,Health facility,Silanga dispensary,County government,Msf Belgium,1720.9
36.78192,-1.31009,36,soweto east,Kibera,Health facility,Silanga health,County government,County,1810.8
36.796375,-1.31463,37,Laini saba,Kibera,Health facility,Sprout Medical Clinic,Individual (eg business owner),NaN,1712.2
36.79817,-1.311865,38,Laini saba,Kibera,Health facility,St Francis Dental Clinic,Individual (eg business owner),NaN,1717.4
36.77440254,-1.31075834,39,Kianda,Kibera,Health facility,Swop clinic,Individual (eg business owner),NaN,1759
36.77321585,-1.30869217,40,Kianda,Kibera,Health facility,Tumaini medical,Individual (eg business owner),NaN,1768
36.77285811,-1.3078951,41,Ayany estate,Kibera,Health facility,Ushirika medical clinic,NGO County government,Government,1773
36.79202628,-1.314761441,42,Lindi,Kibera,Health facility,Vimacare clinic,Individual (eg business owner),Victor omondi,1706.030777
36.78102667,-1.307621667,43,Toi Market,Kibera,Health facility,Vostrum Clinic,Community group,NaN,1753.6
36.7843818,-1.312960298,44,Kisumu ndogo,Kibera,Health facility,Mercilin afya centre,Individual (eg business owner),NaN,1730
36.77631667,-1.314473333,45,soweto west,Kibera,Health facility,Senye Clinic,Individual (eg business owner),NA,1773.2
36.78360633,-1.31196678,46,Karanja estate,Kibera,Health facility,St mary's medical clinic,Individual (eg business owner),NaN,1718
36.78019,-1.316215,47,Gatwekera,Kibera,Health facility,Tabitha Medical  clinic,Individual (eg business owner),NaN,1720.6
36.7851,-1.311338333,48,Karanja estate,Kibera,Health facility,VIPAWA medical  services,Individual (eg business owner),N/A,1783
36.78658833,-1.311461667,49,Kambi muru,Kibera,Water point,NaN,Community group,Yusuf Idris,1779.5
36.79851833,-1.318551667,50,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1662.9
36.79915,-1.31822,51,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1662.3
36.79869,-1.317993333,52,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1684.3
36.79822167,-1.318051667,53,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1659.1
36.79713667,-1.318371667,54,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1663
36.79913333,-1.317935,55,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1662.4
36.79776667,-1.317473333,56,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1698.1
36.78592833,-1.306655,57,D.C village,Kibera,Water point,NaN,Individual (eg business owner),NaN,1759.5
36.78479,-1.306055,58,D.C village,Kibera,Water point,NaN,Community group,NaN,1784.2
36.78174485,-1.310306839,59,Makina,Kibera,Water point,NaN,Community group,Huairou Commission,1733
36.7816356,-1.3103354,60,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Dan,1731.599976
36.78158833,-1.310226667,61,Ayany estate,Kibera,Water point,NaN,Individual (eg business owner),Nys,1775.6
36.78177833,-1.31011,62,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Mkamba,2186.5
36.78178667,-1.310273333,63,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Paul sichenga,1737.1
36.78166333,-1.310303333,64,Makina,Kibera,Water point,NaN,Individual (eg business owner),Karanja,1735.6
36.7794257,-1.3130295,65,soweto west,Kibera,Water point,NaN,Individual (eg business owner),Caroline Adhiambo,0
36.77777667,-1.314736667,66,Olympic estate,Kibera,Water point,NaN,Other,AKEKOK,1780.6
36.77700167,-1.314063333,67,Olympic estate,Kibera,Water point,NaN,Individual (eg business owner),NA,1751.9
36.78662667,-1.311615,68,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),Maina,1789.2
36.78365167,-1.311715,69,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),Wee care daycare,1760.2
36.78698667,-1.306978333,70,D.C village,Kibera,Water point,NaN,Individual (eg business owner),William Morekerwa,1733.1
36.78788167,-1.307091667,71,D.C village,Kibera,Water point,NaN,Individual (eg business owner),John,1774.3
36.78634667,-1.306976667,72,D.C village,Kibera,Water point,NaN,Individual (eg business owner),Makamu alumasah,1622.8
36.78588333,-1.307013333,73,D.C village,Kibera,Water point,NaN,Community group,Young tusk youths,1764.7
36.79480333,-1.317241667,74,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1719.4
36.79476833,-1.316985,75,Silanga,Kibera,Water point,NaN,Community group,NaN,1737.8
36.79495333,-1.316878333,76,Silanga,Kibera,Water point,NaN,Community group,NaN,1730.4
36.796075,-1.317358333,77,Silanga,Kibera,Water point,NaN,Community group,NaN,1666.4
36.79647833,-1.317798333,78,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1708
36.787755,-1.306978333,79,D.C village,Kibera,Water point,NaN,Individual (eg business owner),NaN,1780
36.78893667,-1.307291667,80,D.C village,Kibera,Water point,NaN,Individual (eg business owner),NaN,1760.8
36.78520262,-1.31114198,81,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),Donated by Mca Babu Adams,1720
36.78314868,-1.31165674,82,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner) County government,NaN,1740
36.776835,-1.311753333,83,Olympic estate,Kibera,Water point,NaN,Individual (eg business owner),Huairou Commission,1766.6
36.78743105,-1.314070229,84,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner) Community group,NaN,1715
36.77628539,-1.308367057,85,Ayany estate,Kibera,Water point,NaN,County government,Ayany primary water,1751
36.798965,-1.314705,86,soweto east,Kibera,Water point,NaN,Individual (eg business owner),City County,1692.4
36.78674167,-1.310526667,87,Makina,Kibera,Water point,NaN,County government,HON.KENNETH O.OKOTH,1776.6
36.80161833,-1.315653333,88,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1683.8
36.79884,-1.315336667,89,soweto east,Kibera,Water point,NaN,Community group,NAIROBI CITY COUNTY,1715.4
36.79906833,-1.315515,90,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1715
36.79952333,-1.315515,91,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1714.5
36.79964,-1.314436667,92,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1707.9
36.784175,-1.307303333,93,Makina,Kibera,Water point,NaN,Community group,Madam Krebs,1752.1
36.79943667,-1.314236667,94,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1708.3
36.78308,-1.307061667,95,Makina,Kibera,Water point,NaN,Individual (eg business owner),Monica mongina,1761.9
36.77831833,-1.312185,96,Olympic estate,Kibera,Water point,NaN,Individual (eg business owner),MCA Lawi,1774.3
36.78228833,-1.307915,97,Makina,Kibera,Water point,NaN,Individual (eg business owner),Simon njuguna,1757.7
36.78242333,-1.308743333,98,Makina,Kibera,Water point,NaN,Individual (eg business owner),Moses Murithi,1777.4
36.7992,-1.314105,99,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1708.2
36.799015,-1.314595,100,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1699.3
36.79924667,-1.314845,101,soweto east,Kibera,Water point,NaN,Individual (eg business owner),INDIVIDUAL,1699.1
36.79525167,-1.318146667,102,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1674.7
36.79539833,-1.318203333,103,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1673.4
36.7900091,-1.314880639,104,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Mama ken,1683.063644
36.79186831,-1.315698173,105,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Ali,1697.631048
36.791485,-1.314886667,106,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Baken,1740.6
36.79266833,-1.31575,107,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Raphael,1730.2
36.79310167,-1.316405,108,Lindi,Kibera,Water point,NaN,Individual (eg business owner),County government,1721.5
36.79320167,-1.317273333,109,Lindi,Kibera,Water point,NaN,Individual (eg business owner),George,1721
36.79430167,-1.316191667,110,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Chacha,1712.1
36.793525,-1.315173333,111,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Mustach youth group,1695.8
36.79362667,-1.31507,112,Lindi,Kibera,Water point,NaN,Individual (eg business owner),John,1686.7
36.788765,-1.309135,113,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),NaN,1755.4
36.78809833,-1.309746667,114,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),NaN,1762.8
36.78725122,-1.30922705,115,Makongeni,Kibera,Water point,NaN,Individual (eg business owner) County government,Kajohn's nyota,1730
36.78854168,-1.30925161,116,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),Shower base,1701
36.78873551,-1.30897281,117,Makongeni,Kibera,Water point,NaN,County government,Mca Magembe,1682
36.78891958,-1.30888812,118,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),Kwa Mkisii,1727
36.78818193,-1.31007747,119,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),Kisii,1698
36.78771131,-1.31102548,120,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),Kwa Sammy,1710
36.78673359,-1.31284747,121,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),Kwa Musa Water Point,1731
36.78746167,-1.31114,122,Kambi muru,Kibera,Water point,NaN,Community group,N/A,1743.4
36.78691667,-1.309475,123,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),Muya,1724.2
36.78762667,-1.31038,124,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),N/A,1748.2
36.78759667,-1.311123333,125,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),N/A,1751.7
36.78738667,-1.313361667,126,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),Njoroge maina,1741
36.78757333,-1.314051667,127,Kambi muru,Kibera,Water point,NaN,Community group,N/A,1740.9
36.79022833,-1.312905,128,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),N/A,1722.6
36.78957447,-1.31288595,129,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1735
36.78953743,-1.31291698,130,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),Base Ya Maji,1727
36.78949447,-1.3128896,131,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1719
36.78627333,-1.308903333,132,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),NaN,1741.1
36.79005,-1.310330833,133,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Ken,1731
36.78777833,-1.310823333,134,Makongeni,Kibera,Water point,NaN,Community group,Masjid noor,1747.8
36.78737667,-1.311115,135,Kambi muru,Kibera,Water point,NaN,Community group,Youth Reform Self Help Group,1760.1
36.78725833,-1.312363333,136,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1750.5
36.78782167,-1.310368333,137,Makongeni,Kibera,Water point,NaN,Individual (eg business owner),N/A,1768.5
36.77561167,-1.315788333,138,soweto west,Kibera,Water point,NaN,Community group,NA,1734.5
36.77661833,-1.314628333,139,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1738.9
36.77620333,-1.315086667,140,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1744.8
36.77608333,-1.315161667,141,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1744.9
36.776005,-1.31509,142,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1745.4
36.77571833,-1.314815,143,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1745.5
36.77556333,-1.314645,144,soweto west,Kibera,Water point,NaN,National government,NYS,1745.3
36.77610667,-1.314193333,145,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1745.7
36.776755,-1.314711667,146,soweto west,Kibera,Water point,NaN,Individual (eg business owner),NA,1746.1
36.787985,-1.310913333,147,Makongeni,Kibera,Water point,NaN,Community group,NaN,1752.6
36.78691833,-1.314556667,148,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1739.1
36.78709167,-1.314233333,149,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1738.4
36.78937167,-1.311215,150,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1757.6
36.78697333,-1.31216,151,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1769.6
36.78879,-1.311856667,152,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1736.1
36.78763333,-1.311423333,153,Kambi muru,Kibera,Water point,NaN,Community group,N/A,1746.9
36.78601167,-1.31236,154,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),N/A,1742.4
36.78935,-1.311163333,155,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),N/A,1701.7
36.78870333,-1.312538333,156,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),N/A,1699.1
36.7736705,-1.31035157,157,Kianda,Kibera,Water point,NaN,NGO,NaN,1754
36.796625,-1.316961667,158,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1733
36.79817833,-1.317421667,159,Silanga,Kibera,Water point,NaN,Individual (eg business owner),Mwangi,1729.4
36.79064,-1.313423333,160,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1734.15
36.79286944,-1.313161667,161,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1721.1
36.79894833,-1.317736667,162,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1732.2
36.79276,-1.3126325,163,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1729.45
36.79324083,-1.311730833,164,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Frepals,1731.45
36.79069667,-1.310855,165,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),NaN,1737.8
36.78906611,-1.311853889,166,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1731.466667
36.78932333,-1.3125625,167,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1729.4
36.78994833,-1.311763333,168,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1716.65
36.79018667,-1.312824167,169,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Jidi,1716.35
36.79224542,-1.314862917,170,Lindi,Kibera,Water point,NaN,Individual (eg business owner),John,1724.025
36.78784278,-1.313974444,171,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1714.6
36.79838833,-1.315371667,172,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1704.4
36.798405,-1.315445,173,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1704.2
36.79767,-1.31447,174,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1748.6
36.79794833,-1.314728333,175,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1728
36.79826667,-1.314216667,176,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1727.1
36.79845167,-1.31411,177,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1727.2
36.79887833,-1.31425,178,soweto east,Kibera,Water point,NaN,Community group,ATHI WATER,1738.4
36.79816667,-1.314166667,179,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1733.7
36.798805,-1.314028333,180,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1734.6
36.79885167,-1.314063333,181,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1734.5
36.79885833,-1.313465,182,soweto east,Kibera,Water point,NaN,Individual (eg business owner),INDIVIDUAL,1734.2
36.79868167,-1.313288333,183,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1734.2
36.79813833,-1.313371667,184,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1777.1
36.800345,-1.31471,185,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1698.2
36.80029167,-1.314698333,186,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1698
36.80127333,-1.3143,187,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1712.8
36.80126167,-1.31431,188,soweto east,Kibera,Water point,NaN,Community group,LANGATA MP- HON. KORIR,1712.2
36.799315,-1.313851667,189,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1724.2
36.79974167,-1.313391667,190,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1724.1
36.799795,-1.313351667,191,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1724
36.79936667,-1.312531667,192,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1733.6
36.79860667,-1.3131,193,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1712.2
36.79903833,-1.313086667,194,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1714.4
36.79143133,-1.313102257,195,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Amedi,1697.476136
36.79253769,-1.311806352,196,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Ken,1706.390019
36.7895678,-1.310989701,197,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),NaN,1719.264389
36.78974477,-1.312059942,198,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1710.352952
36.79961,-1.317143333,199,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1704.8
36.79958333,-1.316671667,200,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1704.7
36.79926833,-1.316421667,201,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1705.7
36.799055,-1.316296667,202,Silanga,Kibera,Water point,NaN,Individual (eg business owner),Waititus,1718.8
36.79890833,-1.316143333,203,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1706
36.79875167,-1.31648,204,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1685.7
36.79920333,-1.316686667,205,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1706.7
36.79900167,-1.316828333,206,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1714.2
36.79803833,-1.31652,207,Silanga,Kibera,Water point,NaN,Individual (eg business owner),5,1708.2
36.79767,-1.31652,208,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1693.5
36.79731667,-1.316913333,209,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1694
36.77845667,-1.315418333,210,soweto west,Kibera,Water point,NaN,Community group,N/A,1760.2
36.79609167,-1.316758333,211,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1734.4
36.79636667,-1.316303333,212,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1708.7
36.796525,-1.315903333,213,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1706.7
36.796515,-1.315795,214,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1706.8
36.77699,-1.31494,215,soweto west,Kibera,Water point,NaN,Individual (eg business owner),N/A,1791.6
36.77623,-1.316253333,216,soweto east,Kibera,Water point,NaN,Community group,N/A,1756.2
36.79556,-1.315651667,217,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1709.8
36.77838167,-1.31601,218,soweto west,Kibera,Water point,NaN,Individual (eg business owner),N/A,1704.6
36.79578667,-1.315655,219,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1710.1
36.79567,-1.315561667,220,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1690.3
36.777975,-1.317785,221,soweto east,Kibera,Water point,NaN,Individual (eg business owner),Plan International,1724.9
36.77696167,-1.31739,222,Raila,Kibera,Water point,NaN,Individual (eg business owner),N/A,1730.3
36.77577,-1.317268333,223,Raila,Kibera,Water point,NaN,Individual (eg business owner),Athi Water Works Development Agency,1728.3
36.77482833,-1.31693,224,Raila,Kibera,Water point,NaN,Individual (eg business owner),None,1739.8
36.79553,-1.314996667,225,Silanga,Kibera,Water point,NaN,Individual (eg business owner),NaN,1691.8
36.79087667,-1.313483333,226,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),None,1773.1
36.79308333,-1.313648333,227,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Abukulbobogalglo,1665
36.79384667,-1.3141,228,Lindi,Kibera,Water point,NaN,Community group,None,1693.8
36.79384,-1.314133333,229,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Ben,1694.4
36.79254833,-1.312306667,230,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Mama msenya,1749.2
36.79086,-1.31117,231,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Ken,1706.4
36.78913,-1.311148333,232,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),None,1728.9
36.78840667,-1.311241667,233,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Abdul Ahab,1755.7
36.78995167,-1.31191,234,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Robert,1728.7
36.79171667,-1.314165,235,Lindi,Kibera,Water point,NaN,Individual (eg business owner),George,1719.1
36.77267379,-1.309131612,236,Kianda,Kibera,Water point,NaN,Community group,Global alliance for Africa,1751
36.77298333,-1.310370122,237,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1753
36.77449862,-1.311518401,238,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1752
36.77331132,-1.311526322,239,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1739
36.77323257,-1.30934842,240,Kianda,Kibera,Water point,NaN,NGO,NaN,1794
36.79528566,-1.31338915,241,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1688
36.79642783,-1.31487138,242,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),Kwa Njoroge,1682
36.79700513,-1.31517594,243,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),Dhobi Water Point,1695
36.79345333,-1.311876667,244,Laini saba,Kibera,Water point,NaN,Community group,Voice of Africa youths,1726.8
36.79372333,-1.31188,245,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1722.2
36.794295,-1.312856667,246,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1725.5
36.79411333,-1.313043333,247,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1727.1
36.79437333,-1.313486667,248,Laini saba,Kibera,Water point,NaN,Community group,NaN,1723.5
36.79425667,-1.313745,249,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1702.3
36.79426167,-1.313736667,250,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1702.4
36.795275,-1.31381,251,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1765.8
36.79717489,-1.31529142,252,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1672
36.7975,-1.315496667,253,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/A,1628.3
36.79647339,-1.31491816,254,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),Kwa willy Water Point,1691
36.79620616,-1.31450629,255,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1685
36.79624523,-1.31447972,256,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1683
36.79637369,-1.31312024,257,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),Kwa Bosco,1682
36.79710371,-1.3133417,258,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1712
36.79706394,-1.31324637,259,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1703
