X,Y,FID,village,settlement,facility_type,facility_name,managing_organization,donor,altitude
36.78272833,-1.307136667,1284,D.C village,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1776.9
36.78458333,-1.306558333,1285,D.C village,Kibera,Communal sanitation facility (eg toilet),NaN,NGO,National youth service,1751.7
36.78476,-1.306108333,1286,D.C village,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Tenants,1751.7
36.78571333,-1.306883333,1287,D.C village,Kibera,Communal sanitation facility (eg toilet),NaN,NGO,National youth service,1762.6
36.78144928,-1.31041923,1288,Karanja estate,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1759
36.78492,-1.313216239,1289,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1719
36.78518898,-1.313456967,1290,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1706
36.78560631,-1.314199772,1291,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Mwangi,1693
36.78673795,-1.313558305,1292,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1702
36.78748721,-1.314238789,1293,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Linus sijenyi,1702
36.78688405,-1.314425999,1294,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1697
36.78528713,-1.313115614,1295,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1712
36.77286683,-1.307924534,1296,Ayany estate,Kibera,Flood light,NaN,County government,County government,1759
36.77588448,-1.310165226,1297,Ayany estate,Kibera,Flood light,NaN,County government,County government,1771
36.77383494,-1.310240664,1298,Kianda,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1775
36.7824,-1.307746667,1299,Makina,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1763.9
36.77874667,-1.311295,1300,Olympic estate,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Kamuok,1772.9
36.77737167,-1.312906667,1301,Olympic estate,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,County government,1758.8
36.77740833,-1.312801667,1302,Olympic estate,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1757.7
36.78563333,-1.308673333,1303,Makina,Kibera,Flood light,NaN,Community group,N/A,1770.2
36.78321,-1.307861667,1304,Makina,Kibera,Flood light,NaN,Community group,N/A,1758.8
36.79917833,-1.3147,1305,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1699.4
36.79969,-1.315256667,1306,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1699.2
36.79882833,-1.315183333,1307,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,ATHI WATER,1704.9
36.79907667,-1.314676667,1308,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1737.6
36.79895667,-1.317968333,1309,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Nys,1696.3
36.7953,-1.318196667,1310,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1673.3
36.78118,-1.30956,1311,Karanja estate,Kibera,Flood light,NaN,National government,N/A,1759.5
36.78559,-1.311396667,1312,Karanja estate,Kibera,Flood light,NaN,County government,N/a,1772.8
36.78490833,-1.313065,1313,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Government,1773.7
36.78551667,-1.314053333,1314,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1718.5
36.78442667,-1.312933333,1315,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1761.3
36.78634667,-1.31435,1316,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Government,1749.2
36.78515,-1.313718333,1317,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Ochieng,1737.5
36.787445,-1.313958333,1318,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1753.2
36.78774667,-1.313866667,1319,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Musa,1756
36.788255,-1.314035,1320,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Government,1730.1
36.78649,-1.313778333,1321,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1716.5
36.788835,-1.313616667,1322,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Elvis odhiambo,1727.2
36.78656167,-1.314088333,1323,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1724.2
36.78735,-1.313438333,1324,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Jerry odhiambo,1736.3
36.78578833,-1.313483333,1325,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Alfred,1718.4
36.78433833,-1.313008333,1326,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1732.8
36.78429,-1.312791667,1327,Kisumu ndogo,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Ogwes,1743
36.79346709,-1.316669694,1328,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1696.522981
36.79415391,-1.316826986,1329,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,County government,Nys,1698.890954
36.79363743,-1.315168422,1330,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1696.929377
36.79223167,-1.31507,1331,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1721.9
36.79186833,-1.315735,1332,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1720.8
36.79265167,-1.31569,1333,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1729.8
36.794115,-1.316763333,1334,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1697.1
36.79358333,-1.315265,1335,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,County government,County government,1695.8
36.79435,-1.313568333,1336,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1702.6
36.793045,-1.31114,1337,Mashimoni,Kibera,Communal sanitation facility (eg toilet),NaN,County government,National youth service,1714.3
36.78852667,-1.30796,1338,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1746.8
36.78831042,-1.311442083,1339,Lindi,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1749.75
36.78880635,-1.30832176,1340,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National Youth Service,1721
36.78746934,-1.31105837,1341,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1709
36.78770333,-1.309128333,1342,Makongeni,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1765.9
36.78809167,-1.310183333,1343,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Switzerland friends,1726.9
36.78730667,-1.310276667,1344,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1727
36.78779167,-1.310843333,1345,Makongeni,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1727.3
36.78796833,-1.309228333,1346,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1757.9
36.788645,-1.309243333,1347,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1757.8
36.78784833,-1.31016,1348,Makongeni,Kibera,Flood light,NaN,Community group,N/A,1746.2
36.78783,-1.311246667,1349,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1747
36.787975,-1.311818333,1350,Kambi muru,Kibera,Flood light,NaN,Community group,Government,1744.2
36.78773833,-1.313291667,1351,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1709.4
36.78897667,-1.312325,1352,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1730.7
36.788735,-1.312591667,1353,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1732.8
36.78877833,-1.312575,1354,Kambi muru,Kibera,Flood light,NaN,No one,N/A,1732.8
36.7873,-1.312245,1355,Kambi muru,Kibera,Flood light,NaN,National government,Government of Kenya,1776.1
36.78827565,-1.31179643,1356,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Natonal Youth Service,1733
36.78660667,-1.308535,1357,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,NGO,City council,1738.5
36.78894833,-1.308375,1358,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1753.9
36.78899833,-1.308875,1359,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1753.7
36.78809333,-1.309898333,1360,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1750.2
36.78771667,-1.311026667,1361,Makongeni,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1745.6
36.78732333,-1.311045,1362,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1751.9
36.78759167,-1.311495,1363,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1765.2
36.78688833,-1.311703333,1364,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1764.4
36.78636333,-1.312008333,1365,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1779.1
36.78774833,-1.3119,1366,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1758.6
36.787285,-1.31251,1367,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1750.4
36.78745,-1.313955,1368,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Wasakaji,1762.9
36.78757,-1.313515,1369,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1760
36.78844,-1.311358333,1370,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1752
36.78861667,-1.312531667,1371,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1765.5
36.78927833,-1.312055,1372,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1764
36.78752833,-1.314073333,1373,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1728.2
36.78918833,-1.309153333,1374,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1745.2
36.78917833,-1.309088333,1375,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Buhungu,1743.8
36.78747667,-1.311063333,1376,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1752.7
36.7887,-1.30915,1377,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1782
36.78813,-1.30967,1378,Makongeni,Kibera,Flood light,NaN,Community group,N/A,1761.3
36.78789,-1.310705,1379,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1768.7
36.77652833,-1.31418,1380,soweto west,Kibera,Flood light,NaN,County government,NA,1773.2
36.77571667,-1.314691667,1381,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NA,1772.9
36.77632333,-1.314995,1382,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner) Community group,NA,1744.2
36.77573,-1.314815,1383,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NA,1745.6
36.77616667,-1.315298333,1384,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner) Community group,NA,1745.8
36.77687333,-1.31479,1385,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NA,1746
36.77704,-1.315363333,1386,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1745.9
36.78637667,-1.309166667,1387,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1776.4
36.78737833,-1.309323333,1388,Makongeni,Kibera,Flood light,NaN,County government,Government,1750.1
36.787285,-1.309401667,1389,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,UNICEF,1749
36.78922333,-1.30875,1390,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1753.1
36.78830167,-1.309811667,1391,Makongeni,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1749.2
36.78696,-1.311801667,1392,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1751.2
36.786935,-1.314451667,1393,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Government,1739
36.78771333,-1.313538333,1394,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1775
36.78847333,-1.312075,1395,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1749.2
36.78923667,-1.312046667,1396,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1724.5
36.78738333,-1.314183333,1397,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1710.7
36.78739833,-1.311495,1398,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Empower kenya,1782.7
36.78766,-1.311923333,1399,Kambi muru,Kibera,Flood light,NaN,Community group,Goverment,1776.5
36.788195,-1.311216667,1400,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1742
36.78855,-1.312056667,1401,Kambi muru,Kibera,Flood light,NaN,Community group,Goverment,1734.3
36.78883167,-1.312278333,1402,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1734.4
36.788765,-1.311871667,1403,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1736.1
36.78957833,-1.312948333,1404,Kambi muru,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1735.5
36.78640667,-1.311985,1405,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1746.9
36.78726167,-1.312491667,1406,Kambi muru,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Riziki kenya,1738.2
36.78745833,-1.31364,1407,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1769
36.78925,-1.311165,1408,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1686.9
36.78931333,-1.31266,1409,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1712.7
36.78982333,-1.312761667,1410,Kambi muru,Kibera,Flood light,NaN,Community group,N/A,1700.3
36.7732996,-1.30936122,1411,Kianda,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1759
36.77400389,-1.31074881,1412,Kianda,Kibera,Communal kitchen,NaN,NGO,Nikofeli,1769
36.7743664,-1.31117808,1413,Kianda,Kibera,Flood light,NaN,County government,Counry government,1775
36.79887167,-1.317501667,1414,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1731.2
36.78977222,-1.310772778,1415,Mashimoni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National Youth Service,1770.466667
36.7893175,-1.3120675,1416,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group NGO,US AID,1731.4
36.79896,-1.314788333,1417,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1717.8
36.79883833,-1.315255,1418,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1717.8
36.79789833,-1.31525,1419,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1704.2
36.79747167,-1.314081667,1420,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1747.5
36.797545,-1.31404,1421,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,GOVERNMENT,1728.6
36.798415,-1.31408,1422,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1727.2
36.79882833,-1.314308333,1423,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,ATHI WATER,1735.9
36.798195,-1.31413,1424,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1734.7
36.79822167,-1.313163333,1425,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,UN HABITAT,1733.8
36.79849667,-1.31276,1426,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1716.1
36.799965,-1.315236667,1427,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1685.5
36.799535,-1.314533333,1428,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1699
36.79995333,-1.31464,1429,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,UN HABITAT,1698.2
36.80114167,-1.315115,1430,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1704.9
36.80193667,-1.315828333,1431,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1764.2
36.80345,-1.315391667,1432,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1717.2
36.804875,-1.315173333,1433,soweto east,Kibera,Flood light,NaN,County government,NAIROBI CITY COUNTY,1709.1
36.79931833,-1.312618333,1434,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1733.5
36.79889,-1.312625,1435,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),INDIVIDUAL,1712.3
36.79868333,-1.312961667,1436,soweto east,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),GOVERNMENT OF KENYA,1712.4
36.79332714,-1.313973348,1437,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,NGO,French development agency,1690.376057
36.79084556,-1.311477006,1438,Mashimoni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1707.175809
36.79060172,-1.311153171,1439,Mashimoni,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1710.219899
36.78905544,-1.311505833,1440,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1724.917586
36.78828257,-1.311307024,1441,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,NYS,1721.73028
36.78966276,-1.31302535,1442,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Zeitun,1714.195201
36.79190089,-1.314605597,1443,Lindi,Kibera,Juakali/ artisan shade / garage,NaN,Missing Values,NaN,1708.141945
36.79923333,-1.317766667,1444,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1724.8
36.79959333,-1.317465,1445,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Nys,1724.5
36.79963167,-1.317528333,1446,Silanga,Kibera,Flood light,NaN,County government,Nairobi County,1716.3
36.80075833,-1.317466667,1447,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Sellina,1715.9
36.79923833,-1.316351667,1448,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1705.3
36.79926,-1.316185,1449,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1717.8
36.79907667,-1.316356667,1450,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Waititu,1720.8
36.798805,-1.316971667,1451,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Nairobi Rivers Basin Rehabilitation and Restoration Programme,1684.8
36.79865333,-1.316796667,1452,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1710.5
36.79803,-1.316428333,1453,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1691.8
36.77855667,-1.31566,1454,soweto west,Kibera,Flood light,NaN,County government,Esther Passaris,1746.8
36.79617167,-1.316366667,1455,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1718.7
36.796515,-1.315701667,1456,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1706.7
36.77711667,-1.315136667,1457,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,"Transformer No,52",1813.8
36.77620667,-1.3149,1458,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1949.1
36.77859333,-1.316403333,1459,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Nys,1702.4
36.778405,-1.316555,1460,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Other,Country govt,1767.6
36.77869833,-1.316393333,1461,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1782.9
36.77918667,-1.31622,1462,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,N/A,1782.6
36.77876167,-1.316971667,1463,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Other Community group,N/A,1655
36.77811333,-1.317521667,1464,soweto west,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Nys,1833.4
36.77613833,-1.317318333,1465,Raila,Kibera,Communal sanitation facility (eg toilet),NaN,Community group National government,Nys,1725.9
36.774795,-1.316993333,1466,Raila,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Nys,1739.9
36.77751833,-1.316898333,1467,Raila,Kibera,Communal sanitation facility (eg toilet),NaN,National government,Nys,1737.2
36.79568667,-1.31472,1468,Silanga,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,NaN,1692.7
36.7847,-1.313713333,1469,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Ruth,1722.3
36.78522167,-1.314435,1470,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1729.5
36.785945,-1.314303333,1471,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,2013.5
36.78660333,-1.314623333,1472,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,2016
36.78593667,-1.3142,1473,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1869.6
36.78618833,-1.314326667,1474,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Shofco,1869.1
36.78659833,-1.31456,1475,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1868.2
36.78629333,-1.314786667,1476,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Collins,1867.1
36.78660333,-1.315186667,1477,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Ushirikiano,1750
36.78479833,-1.315665,1478,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1726.5
36.78390167,-1.314625,1479,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1727.4
36.78375833,-1.314458333,1480,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1718.5
36.78309167,-1.314966667,1481,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1734.2
36.78261333,-1.314585,1482,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Katwekera Tosha,1729.8
36.78490833,-1.314753333,1483,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1702.2
36.791715,-1.313376667,1484,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National county,1711.7
36.792985,-1.312685,1485,Mashimoni,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,None,1752.1
36.79266833,-1.311778333,1486,Mashimoni,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National government,1745.5
36.78877667,-1.31195,1487,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National government,1724.9
36.7901,-1.312331667,1488,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National government,1758.9
36.79298,-1.314733333,1489,Lindi,Kibera,Communal sanitation facility (eg toilet),NaN,National government,National government,1721.2
36.78474147,-1.314017968,1490,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,NGO Community group,NaN,1715
36.78434199,-1.314339917,1491,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Community group,Kibera School For Girls,1719
36.78522242,-1.31435425,1492,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1703
36.78568443,-1.314520715,1493,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,No one,NaN,1703
36.78536743,-1.314380905,1494,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1709
36.78547396,-1.314217709,1495,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1710
36.78548302,-1.314258864,1496,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Mwangi,1700
36.78545544,-1.314222445,1497,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Macharia,1701
36.78555912,-1.314388406,1498,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Mwangi,1697
36.78689696,-1.31479912,1499,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,No one,NaN,1684
36.78715747,-1.314722341,1500,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,No one,NaN,1690
36.78768838,-1.314830761,1501,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,No one,NaN,1686
36.78768637,-1.314935451,1502,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1689
36.78766357,-1.314921747,1503,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1691
36.78647049,-1.315802559,1504,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1690
36.78643771,-1.315871249,1505,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1696
36.78583673,-1.315652565,1506,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),NaN,1691
36.78481171,-1.315844343,1507,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,No one,NaN,1700
36.78515822,-1.315718279,1508,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Okinda,1702
36.78420813,-1.315679387,1509,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1704
36.7838322,-1.314425496,1510,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),Asha,1721
36.78297339,-1.315310835,1511,Gatwekera,Kibera,Communal sanitation facility (eg toilet),NaN,Individual (eg business owner),N/A,1712
